24	0001C8	CONRAD CORP.
24	0001C8	THOMAS CONRAD CORP.
24	0001C9	Cisco Systems, Inc
24	0001CA	Geocast Network Systems, Inc.
24	0001CB	EVR
24	0001CC	Brand Maker Enabler Inc.
24	0001CD	ARtem
24	0001CE	Custom Micro Products, Ltd.
24	0001CF	Alpha Data Parallel Systems, Ltd.
24	0001D0	VitalPoint, Inc.
24	0001D1	CoNet Communications, Inc.
24	0001D2	inXtron, Inc.
24	0001D3	PAXCOMM, Inc.
24	0001D4	Leisure Time, Inc.
24	0001D5	HAEDONG INFO & COMM CO., LTD
24	0001D6	manroland AG
24	0001D7	F5 Inc.
24	0001D8	Teltronics, Inc.
24	0001D9	Sigma, Inc.
24	0001DA	WINCOMM Corporation
24	0001DB	Freecom Technologies GmbH
24	0001DC	Activetelco
24	0001DD	Avail Networks
24	0001DE	Trango Systems, Inc.
24	0001DF	ISDN Communications, Ltd.
24	0001E0	Fast Systems, Inc.
24	0001E1	Kinpo Electronics, Inc.
24	0001E2	Ando Electric Corporation
24	0001E3	Siemens AG
24	0001E4	Sitera, Inc.
24	0001E5	Supernet, Inc.
24	0001E6	Hewlett Packard
24	0001E7	Hewlett Packard
24	0001E8	Force10 Networks, Inc.
24	0001E9	Litton Marine Systems B.V.
24	0001EA	Cirilium Corp.
24	0001EB	C-COM Corporation
24	0001EC	Ericsson Group
24	0001ED	SETA Corp.
24	0001EE	Comtrol Europe, Ltd.
24	0001EF	Camtel Technology Corp.
24	0001F0	Tridium, Inc.
24	0001F1	Innovative Concepts, Inc.
24	0001F2	Mark of the Unicorn, Inc.
24	0001F3	QPS, Inc.
24	0001F4	Enterasys
24	0001F5	ERIM S.A.
24	0001F6	Association of Musical Electronics Industry
24	0001F7	Image Display Systems, Inc.
24	0001F8	TEXIO TECHNOLOGY CORPORATION
24	0001F9	TeraGlobal Communications Corp.
24	0001FA	HOROSCAS
24	0001FB	DoTop Technology, Inc.
24	0001FC	Keyence Corporation
24	0001FD	Digital Voice Systems, Inc.
24	0001FE	DIGITAL EQUIPMENT CORPORATION
24	0001FF	Data Direct Networks, Inc.
24	000200	Net & Sys Co., Ltd.
24	000201	IFM Electronic gmbh
24	000202	Amino Communications, Ltd.
24	000203	Woonsang Telecom, Inc.
24	000204	Bodmann Industries Elektronik GmbH
24	000205	Hitachi Denshi, Ltd.
24	000206	Telital R&D Denmark A/S
24	000207	VisionGlobal Network Corp.
24	000208	Unify Networks, Inc.
24	000209	Shenzhen SED Information Technology Co., Ltd.
24	00020A	Gefran Spa
24	00020B	Native Networks, Inc.
24	00020C	Metro-Optix
24	00020D	Micronpc.com
24	00020E	ECI Telecom Ltd.
24	00020F	AATR
24	000210	Fenecom
24	000211	Nature Worldwide Technology Corp.
24	000212	SierraCom
24	000213	S.D.E.L.
24	000214	DTVRO
24	000215	Cotas Computer Technology A/B
24	000216	Cisco Systems, Inc
24	000217	Cisco Systems, Inc
24	000218	Advanced Scientific Corp
24	000219	Paralon Technologies
24	00021A	Zuma Networks
24	00021B	Kollmorgen-Servotronix
24	00021C	Network Elements, Inc.
24	00021D	Data General Communication Ltd.
24	00021E	SIMTEL S.R.L.
24	00021F	Aculab PLC
24	000220	CANON FINETECH INC.
24	000221	DSP Application, Ltd.
24	000222	Chromisys, Inc.
24	000223	ClickTV
24	000224	C-COR
24	000225	One Stop Systems
24	000226	XESystems, Inc.
24	000227	ESD Electronic System Design GmbH
